username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@Lankesssh,"Raavan
@Lankesssh
·
Nov 14, 2023
हमारे निवास लंका  पर गोवर्धन पूजा 

सभी को गोवर्धन पूजा की शुभकामनाएँ।

#गोवर्धन_पूजा #गोवर्धन
5
7
113
1.7K",2023-11-14T06:03:00.000Z,0,0,0,0,#गोवर्धन पूजा,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@Lankesssh/status/None
@RDSinghinc,"Ramandeep Singh Narula
@RDSinghinc
·
Nov 2
सभी देशवासियों को गोवर्धन पूजा की हार्दिक शुभकामनाएं।

#गोवर्धन #ॐ_नमो_नारायणाय
Congress and 9 others
2
24",2024-11-02T03:09:11.000Z,0,0,0,0,#गोवर्धन पूजा,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@RDSinghinc/status/None
@KumaarSaagar,"Sagar Kumar “Sudarshan News”
@KumaarSaagar
·
22h
UP के मुजफ़्फ़रनगर में #गोवर्धन पूजा कर रहे #हिंदू परिवार पर #मुस्लिमों ने किया हमला

नहीम, आसिफ़, शफ़ीक़, अनवार ने लड़कियों को पीटा, कपड़े फाड़े 

बच्चियों का आरोप “बाबा को चाकू मारा बोले घर बेचकर यहाँ से जाओ”
From 
Rajat Mishra
443
9.1K
14K
364K",2024-11-03T06:57:14.000Z,0,0,0,0,#गोवर्धन पूजा,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@KumaarSaagar/status/None
