username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@SahilArora739,"Sahil Arora
@SahilArora739
·
4h
मंदबुद्धि लोग जो अपने घरों से भटक गए हैं और सड़कों पर घूम रहे हैं, उनकी  डेरा सच्चा सौदा के सेवादारों द्वारा मदद की जाती है। उनकी देखभाल ये सेवादार अपने पारिवारिक मेंबर के जैसे करते हैं, उनका इलाज करवाते हैं व उन्हें उनके परिवारों से मिलवाते हैं।#MissionToUniteFamilies
21
242
211
2.2K",2024-11-04T01:24:13.000Z,0,0,0,0,#डेरा सच्चा सौदा,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@SahilArora739/status/None
@PoonamBagga6,"Poonam Bagga
@PoonamBagga6
·
3h
आज, कई लोग निजी लाभ को प्राथमिकता देते हैं और मानसिक स्वास्थ्य से जूझ रहे लोगों को नज़रअंदाज़ करते हैं। Saint Dr MSG Insan से प्रेरित होकर, डेरा सच्चा सौदा का #MissionToUniteFamilies ऐसे लोगों को उनके परिवारों से फिर से मिलाने में मदद करता है।
6
7
31",2024-11-04T02:08:32.000Z,0,0,0,0,#डेरा सच्चा सौदा,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@PoonamBagga6/status/None
