username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@Estebanalcar,"Esteban Alcaraz
@Estebanalcar
·
4h
El peor escenario para #WilliamsF1. Maldito reasfaltado lavado.
Los dos autos rotos. Habrá que ver quién larga. #albon o #franco
2
25
8.7K",2024-11-03T12:28:56.000Z,0,0,0,0,#Franco,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@Estebanalcar/status/None
