username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@AbhimanyuSilwal,"अभिमन्यु की महाभारत
@AbhimanyuSilwal
·
May 29
@PMOIndia
 जी चुनाव आते ही आप #हिंदू-मुस्लिम पर आ जाते हैं,चुनाव ख़त्म हिंदू ख़त्म,फिर #पंडित,ठाकुर,#दलित,पिछड़े सब अलग.वैसे पंडित जाये तो मंदिर पवित्र,लेकिन दलित,#आदिवासी मंदिर में जाये तो #अपवित्र ऐसा क्यों?
@narendramodi
 जी ये #ध्रुवीकरण बंद करो,धर्म-जाति बंद करो.
@RahulGandhi
3
102
106
5.2K",2024-05-29T01:22:53.000Z,0,0,0,0,#हिंदू मंदिर,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@AbhimanyuSilwal/status/None
@Sarvesh38453373,"Sarvesh kumar02( हिसंक हिंदू)
@Sarvesh38453373
·
Nov 1
भद्राचलम एक अत्यंत प्राचीन हिंदू मंदिर है। हिंदू मान्यता के अनुसार, भगवान राम यहीं रहते थे। मंदिर के पास 890 एकड़ जमीन है।

लेकिन पिछले कुछ दशकों में मंदिर की ज़मीन पर सैकड़ों चर्च बनाए गए हैं। ये अवैध निर्माण हैं। इन चर्चों के ज़रिए वे स्थानीय लोगों और मंदिर में आने..
1
5
3
97",2024-11-01T04:06:43.000Z,0,0,0,0,#हिंदू मंदिर,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@Sarvesh38453373/status/None
@PrahladRayka01,"Prahald Kumar Rayka
@PrahladRayka01
·
14m
कनाडा में खालिस्तानियों का आतंक, हिंदू मंदिर पर हमला, भक्तों को पीटा भी
कनाडा के ब्रैम्पटन में खालिस्तानियों ने भयंकर उत्पात मचाया है। खालिस्तान समर्थकों ने मंदिर में घुसकर लोगों पर लाठियों से हमला किया है। #हिंदू_त्यौहारों_पर_हमला #हिंदु #Hindus
6",2024-11-04T05:37:21.000Z,0,0,0,0,#हिंदू मंदिर,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@PrahladRayka01/status/None
