username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@DrSK_19,"Dr.Shailesh
@DrSK_19
·
21h
Unpopular Opinion : Rahane >> Rohit In test Cricket...Both as Batsman and Leader #Rahane #INDvNZ #RohitSharma #Kohli #BGT2025 #retire #whitewash
26
34
392
12K",2024-11-03T08:48:21.000Z,0,0,0,0,#Rahane,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@DrSK_19/status/None
@ProbabilityImp2,"ProbabilityImpliesPossibility
@ProbabilityImp2
·
Oct 17
These are the similar conditions when Rahane came to bat on day 1 of irani cup at 6/2 and he played more than 180 balls when there was lateral seam movement with 97% control vs pace. Pujara did countless times coming at no. 3
#Rahane
#Pujara
Ajinkya Rahane and Cheteshwar Pujara
2
8
46
4.6K",2024-10-17T05:11:43.000Z,0,0,0,0,#Rahane,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@ProbabilityImp2/status/None
