username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@ChitranjanGaga1,"Chitranjan Gagan
@ChitranjanGaga1
·
21h
निष्पक्षता दिखनी भी चाहिए ! 
            ऐसे भी अब चुनाव आयोग पर से आमलोगों का विश्वास उठ चुका है।
#भारत_का_चुनाव_आयोग #Election_Comission_of_India
#चुनाव_आयोग #ElectionComission
2
1
16
563",2024-11-02T19:57:14.000Z,0,0,0,0,#चुनाव आयोग,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@ChitranjanGaga1/status/None
@s_bhandari2,"Bhandari S.INC
@s_bhandari2
·
11h
एक नौकरशाह जिसने संविधान की शपथ लेकर एक निष्पक्ष संवैधानिक संस्था “चुनाव आयोग” की कमान सँभाली थी, उसका चारित्रिक पतन किस स्तर तक हुआ है, उसके इस जवाब से दिखाई दे रहा है। 

राष्ट्र के सबसे पुराने दल जिसने लगभग 60 वर्ष तक देश में सरकार चलाई है और देश को इतने उच्चतम स्तर तक पहुंचाया
Show more
Supriya Shrinate and 6 others
8
109
137
1.1K",2024-11-03T05:34:39.000Z,0,0,0,0,#चुनाव आयोग,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@s_bhandari2/status/None
@ModiLeDubega,"Lalu Prasad Yadav (Parody)
@ModiLeDubega
·
13h
लेकिन हमारा केन्द्रीय चुo आयोग तो भाजपा और PMO के ईशारे पर नाचने के लिए कटिबद्ध है।

केन्द्रीय चुo आयोग तो 6 दीन दयाल मार्ग की उपशाखा है।
Quote
Sheeetalpsingh
@Sheeetalps
·
15h
हम बटे तो ये इरफ़ान, अंसारी, आलम हमे लूट ले जाएँगे- असम के बीजेपी के मुख्यमंत्री झारखंड चुनाव में 

आधिकारिक रूप से हमारा चुनाव आयोग इस तरह के सीधे सांप्रदायिक बंटवारे के आधार पर वोट मांगने के प्रयास को दंडित करने के लिए प्रतिबद्ध है!
20
47
637",2024-11-03T03:55:51.000Z,0,0,0,0,#चुनाव आयोग,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@ModiLeDubega/status/None
@mulnivasi_raj,"Bahujan mukti party (MP)
@mulnivasi_raj
·
Jan 31
चुनाव आयोग चोर है 
#चुनाव_आयोग_पर_महामोर्चा
#चुनाव_आयोग_पर_महामोर्चा
#चुनाव_आयोग_पर_महामोर्चा
#चुनाव_आयोग_पर_महामोर्चा
#चुनाव_आयोग_पर_महामोर्चा
#चुनाव_आयोग_पर_महामोर्चा
#चुनाव_आयोग_पर_महामोर्चा
#चुनाव_आयोग_पर_महामोर्चा
6
364
644
4K",2024-01-31T03:58:38.000Z,0,0,0,0,#चुनाव आयोग,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@mulnivasi_raj/status/None
@ChobeyManisha,"मनीषा चौबे , 𝙄𝙉𝘿𝙄𝘼
@ChobeyManisha
·
Apr 15
क्या चूनाव आयोग ने चुनाव करवाने का अधिकार भाजपा को दे दिया है?????
बीजेपी के कार्यकर्ता बैलट पेपर लेकर घर-घर जाकर स्टांप लगवा रहे हैं???
फिर चुनाव कराने की जरूरत क्या है??
वीडियो देखें सोचे देश किधर जा रहा है?
1:43
From 
𝙈𝙪𝙧𝙩𝙞 𝙉𝙖𝙞𝙣
13
165
271
3.1K",2024-04-15T15:27:57.000Z,0,0,0,0,#चुनाव आयोग,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@ChobeyManisha/status/None
@s_bhandari2,"Bhandari S.INC
@s_bhandari2
·
Nov 2
चुनाव आयोग पर लग रहे आरोपों के अनुसार जिस बेशर्मी से देश की चुनावी संवैधानिक संस्था के सर्वोच्च पदों पर बैठे इन महानुभावों ने खुलेआम पक्षपात कर भाजपा के अनुचित लाभ पहुँचाया है और विशेष रूप से हरियाणा चुनाव में बेइमानी का नंगा नाच किया है, उससे इस संस्था की गरिमा तार तार हो चुकी
Show more
Supriya Shrinate and 6 others
3
74
111
992",2024-11-02T15:30:20.000Z,0,0,0,0,#चुनाव आयोग,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@s_bhandari2/status/None
