username,tweet_content,created_at,retweet_count,like_count,reply_count,quote_count,hashtag,language,geo_location,source,user_followers_count,user_verified,url
@iamSureshParmar,"Suresh Parmar®
@iamSureshParmar
·
9m
दिल्ली में भाई दूज, 3 नवंबर से शुरू होगी अनोखी #यमुना_भिक्षाटन यात्रा – पत्रकार रवि शंकर तिवारी माँ यमुना के लिए करेंगे ये ऐतिहासिक प्रयास।
48
18
81",2024-11-02T08:20:40.000Z,0,0,0,0,##यमुना_भिक्षाटन,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@iamSureshParmar/status/None
@gumnaamsa,".!!.
@gumnaamsa
·
9m
भाई दूज के पावन अवसर पर माँ यमुना की सेवा हेतु #यमुना_भिक्षाटन यात्रा का शुभारंभ करेंगे दिल्ली के वरिष्ठ पत्रकार रवि शंकर तिवारी।
58
30
112",2024-11-02T08:21:08.000Z,0,0,0,0,##यमुना_भिक्षाटन,Not available,Not available,Twitter Web,Not available,False,https://twitter.com/@gumnaamsa/status/None
